famille;capteur;h;issue;z_A1;z_A2;ecart_A1;ecart_A2;n_A1;n_A2;designe
F04;delta;9;bas;0.5859045211346839;-1.0381922533158296;0.004254369570158115;-0.010086761918067849;1485;633;False
F04;delta;9;rap;-1.0980451436185636;-0.9564974744743769;-0.013659100650959264;-0.01851710726839456;1485;633;False
F04;delta;27;bas;-0.7472336219401878;0.8047759268218213;-0.0067624919130441;0.01093939228719748;1459;627;False
F04;delta;27;rap;-2.31215859441967;-0.6304964612245041;-0.028124131588714813;-0.011834956675100072;1459;627;False
F04;epsilon;1;bas;-0.8086016719344695;0.7851065029887068;-0.00504638922977363;0.007450804401236704;1495;636;False
F04;epsilon;1;rap;-0.6668542134704054;1.7159085592269674;-0.008367747939730299;0.03350863534314332;1495;636;False
F04;epsilon;3;bas;-1.128901596473152;1.7740339031981833;-0.009811525550058368;0.023585823931278997;1494;635;False
F04;epsilon;3;rap;-0.1766051309802345;0.16731974157038368;-0.0021553556133343792;0.003190202417219768;1494;635;False
F04;epsilon;9;bas;0.19058420861805703;1.5318996246857695;0.0021329114668763595;0.02539670462228507;1485;633;False
F04;epsilon;9;rap;-2.341379781417324;0.29190627074056263;-0.02649990830484807;0.005052227961079405;1485;633;False
F04;epsilon;27;bas;-0.2544480465215397;1.4977616816299906;-0.002991656431567578;0.026652335155596427;1459;627;False
F04;epsilon;27;rap;-1.7686751981957407;1.096810600194497;-0.018766259175245544;0.01823028914169931;1459;627;False
F04;gamma;1;bas;0.0448267899379595;-2.3963690111439027;0.00023468929486951837;-0.015421438316728276;1495;636;False
F04;gamma;1;rap;-0.99878778185701;1.1893628398188576;-0.012716569562082983;0.02329250075267915;1495;636;False
F04;gamma;3;bas;0.6625325243426038;-2.1229099707021786;0.004786689349685405;-0.021987435294738414;1494;635;False
F04;gamma;3;rap;-2.270920377599366;-0.39814598251072075;-0.02849395524234157;-0.007824526072256198;1494;635;False
F04;gamma;9;bas;0.2990623557173419;-0.997868910196485;0.002809505321667259;-0.014344043784870263;1485;633;False
F04;gamma;9;rap;-1.0332935972276442;0.5755976857019591;-0.012131951148660267;0.010500769920938591;1485;633;False
F04;gamma;27;bas;1.114542445808334;-0.5517701153056204;0.013021475889273496;-0.009780983591822532;1459;627;False
F04;gamma;27;rap;-1.3632336826230727;-0.1577778999795409;-0.015442772428656243;-0.0027145637560437165;1459;627;False
F05;alpha;1;bas;0.39683540345763685;-2.105909866116797;0.0031014883658649827;-0.021766113075312836;1564;640;False
F05;alpha;1;rap;0.19882279631359043;1.3421459304984311;0.002408933135587675;0.02481046869526295;1564;640;False
F05;alpha;3;bas;-1.0750646406583564;0.6558263135965334;-0.010680681524700355;0.01030017747051108;1562;640;False
F05;alpha;3;rap;-0.2973271517846928;0.9475715219151822;-0.0033921527623352577;0.016704146252069316;1562;640;False
F05;alpha;9;bas;-0.7205859944556847;0.2359915808372168;-0.008471197966105777;0.0044040418217357056;1557;638;False
F05;alpha;9;rap;1.4382116899739281;1.4745413323156018;0.01474229436567173;0.024089774955386438;1557;638;False
F05;alpha;27;bas;-0.5432519078427481;0.5027867510742616;-0.004636062157866906;0.006863464152036167;1540;630;False
F05;alpha;27;rap;0.7258045808015349;0.04417803562602428;0.007796016736869288;0.0007096659239698;1540;630;False
F05;beta;1;bas;1.4177559118253127;-0.07666145123090191;0.006997196300097516;-0.000510869710947482;1564;640;False
F05;beta;1;rap;0.2623973390418338;0.5736778831654671;0.0032911138216560895;0.011210974592412475;1564;640;False
F05;beta;3;bas;1.1563564972907785;0.6450085093088738;0.007557463270832781;0.0063182316424945165;1562;640;False
F05;beta;3;rap;-1.2082779853566665;-0.8706148501859378;-0.014842947014494718;-0.016693919814118857;1562;640;False
F05;beta;9;bas;1.4576292107477626;0.511638427781488;0.012468396513885583;0.006334400712071374;1557;638;False
F05;beta;9;rap;-0.35808008809832254;0.7420857232719674;-0.004222763377612227;0.01343697984009399;1557;638;False
F05;beta;27;bas;0.9974394217703527;0.8512567468250443;0.010631878710802279;0.014276623368617932;1540;630;False
F05;beta;27;rap;0.554872482977611;0.8906620154996668;0.006031617238320606;0.015153939483205597;1540;630;False
F05;delta;1;bas;0.6936629559956142;1.0892237766879387;0.002502021180675525;0.006319603169561469;1564;640;False
F05;delta;1;rap;0.6649138822239463;0.9901717205257003;0.00837529490008477;0.019478634507945097;1564;640;False
F05;delta;3;bas;0.8734169562233408;0.58413133476694;0.004564532670996086;0.00423205853516339;1562;640;False
F05;delta;3;rap;0.7301314056012995;-0.6180835601916076;0.009143606225935135;-0.012083266157114195;1562;640;False
F05;delta;9;bas;1.234365977477932;0.23234487693288383;0.008707928602189642;0.0022218149769433516;1557;638;False
F05;delta;9;rap;0.11174614773436213;2.246194330901387;0.001368915341553616;0.04261093345675978;1557;638;False
F05;delta;27;bas;2.2970098067299074;0.7205437271628318;0.0208036189396506;0.009448452024268014;1540;630;False
F05;delta;27;rap;-0.42778979019827373;0.9776572130026513;-0.005060404808401355;0.01795037315959355;1540;630;False
F05;epsilon;1;bas;-0.32089376064730984;0.4165830918735328;-0.0020062283177726477;0.003973633362692975;1564;640;False
F05;epsilon;1;rap;-1.3749715866494536;1.088568279812674;-0.0168389865117127;0.021147390838712615;1564;640;False
F05;epsilon;3;bas;0.7533566352389846;2.0486492173078923;0.006616692907055392;0.027280757085134565;1562;640;False
