segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S046;1026;beta;198;+;50;117;;
S046;1030;beta;4;-;51;31;;
S046;1031;beta;1;+;52;57;;
S046;1034;beta;3;-;53;65;;
S046;1035;beta;1;+;54;16;;
S046;1064;alpha;39;-;105;52;;
S046;1070;epsilon;46;-;87;71;;
S046;1071;epsilon;1;+;88;76;;
S046;1076;alpha;12;+;106;5;;
S046;1096;alpha;20;-;107;12;;beta
S046;1097;epsilon;26;-;89;6;;
S046;1100;alpha;4;+;108;124;;
S046;1100;epsilon;3;+;90;63;;
S046;1102;alpha;2;-;109;99;;
S046;1104;alpha;2;+;110;103;;
S046;1104;delta;274;+;24;60;;
S046;1106;delta;2;-;25;94;;
S046;1107;delta;1;+;26;52;;
S046;1128;alpha;24;-;111;37;;
S046;1142;alpha;14;+;112;31;;
S046;1150;alpha;8;-;113;64;;
S046;1151;epsilon;51;-;91;1;;
S046;1155;gamma;130;-;69;103;;
S046;1155;delta;48;-;27;41;;
S046;1158;beta;123;-;55;121;;
S046;1205;alpha;55;+;114;105;;
S046;1223;epsilon;72;+;92;45;;
S046;1229;delta;74;+;28;110;alpha;
S046;1246;alpha;41;-;115;0;;
S046;1246;delta;17;-;29;95;;alpha
S046;1247;delta;1;+;30;62;;
S046;1253;alpha;7;+;116;7;;
S046;1253;gamma;98;+;70;111;;
S046;1254;alpha;1;-;117;71;;
S046;1255;gamma;2;-;71;96;;
S046;1256;epsilon;33;-;93;88;;
S046;1320;delta;11;-;31;115;;
S046;1321;gamma;4;+;72;75;;
S046;1321;delta;1;+;32;8;;
S046;1322;epsilon;4;+;94;122;;
S046;1323;epsilon;1;-;95;78;;
S046;1326;alpha;10;+;118;125;;
S046;1326;epsilon;3;+;96;21;delta;
S046;1331;alpha;5;-;119;112;;
S046;1331;epsilon;5;-;97;88;;
S046;1336;gamma;15;-;73;22;;
S046;1336;delta;15;-;33;53;;
S046;1337;gamma;1;+;74;94;;
S046;1337;delta;1;+;34;23;;
S046;1338;alpha;7;+;120;111;;
S046;1339;epsilon;8;+;98;126;;
S046;1340;alpha;2;-;121;96;;
S046;1340;epsilon;1;-;99;118;;
S046;1341;alpha;1;+;122;72;;
S046;1341;epsilon;1;+;100;38;;
S046;1346;beta;126;+;56;95;;
S046;1362;alpha;21;-;123;109;epsilon;delta
S046;1363;epsilon;22;-;101;12;;
S046;1363;beta;17;-;57;119;;alpha
S046;1364;epsilon;1;+;102;121;;
S046;1364;beta;1;+;58;48;;
S046;1369;epsilon;5;-;103;72;;
S046;1370;epsilon;1;+;104;86;;
S046;1371;epsilon;1;-;105;99;;
S046;1372;epsilon;1;+;106;102;;
S046;1374;alpha;12;+;124;117;;
S046;1384;alpha;10;-;125;26;;
S046;1385;alpha;1;+;126;7;;
S046;1386;alpha;1;-;127;71;;
S046;1386;epsilon;14;-;107;54;;
S046;1387;epsilon;1;+;108;33;;
S046;1388;epsilon;1;-;109;77;;
S046;1389;epsilon;1;+;110;9;;
S046;1390;alpha;4;+;128;79;;
S046;1391;alpha;1;-;129;29;;
S046;1391;epsilon;2;-;111;92;;
S046;1392;epsilon;1;+;112;32;;
S046;1394;epsilon;2;-;113;68;alpha;
S046;1395;gamma;58;-;75;60;;
S046;1395;beta;31;-;59;5;;
S046;1396;delta;59;-;35;73;;alpha
S047;1;alpha;1;+;1;1;;
S047;2;epsilon;2;+;1;2;;
S047;3;alpha;2;-;2;12;;
S047;3;epsilon;1;-;2;21;delta;
S047;8;alpha;5;+;3;125;;
S047;9;epsilon;6;+;3;89;;
S047;15;alpha;7;-;4;114;;
S047;15;epsilon;6;-;4;7;;
S047;16;alpha;1;+;5;125;;
S047;17;alpha;1;-;6;108;gamma;
S047;45;alpha;28;+;7;33;;
S047;56;alpha;11;-;8;9;;
S047;57;alpha;1;+;9;91;epsilon;
S047;58;alpha;1;-;10;22;;
S047;68;alpha;10;+;11;51;;
S047;71;epsilon;56;+;5;121;;
S047;75;epsilon;4;-;6;71;;
S047;76;epsilon;1;+;7;76;;
S047;76;gamma;76;+;1;76;;
S047;81;beta;81;+;1;81;;
S047;83;beta;2;-;2;50;;
S047;85;beta;2;+;3;121;;
S047;86;beta;1;-;4;68;alpha;
S047;92;beta;6;+;5;51;;
S047;103;delta;103;+;1;103;;
S047;138;alpha;70;-;12;90;;
S047;140;alpha;2;+;13;13;;
S047;143;alpha;3;-;14;6;;
S047;149;alpha;6;+;15;66;;
S047;172;alpha;23;-;16;19;gamma;
S047;179;epsilon;103;-;8;30;;
S047;196;alpha;24;+;17;19;gamma;
S047;196;epsilon;17;+;9;96;;alpha
S047;252;alpha;56;-;18;51;;
S047;258;alpha;6;+;19;8;;
S047;262;alpha;4;-;20;84;delta;
S047;263;alpha;1;+;21;79;;
S047;264;alpha;1;-;22;29;;
S047;270;epsilon;74;-;10;22;;
S047;272;epsilon;2;+;11;95;;
S047;273;alpha;9;+;23;45;;
S047;274;alpha;1;-;24;70;;
S047;275;epsilon;3;-;12;64;;
S047;276;alpha;2;+;25;67;;
S047;276;epsilon;1;+;13;6;;
S047;281;alpha;5;-;26;40;;
S047;281;epsilon;5;-;14;65;;
S047;289;gamma;213;-;2;13;;
S047;291;gamma;2;+;3;5;;
S047;292;gamma;1;-;4;51;;
S047;299;gamma;7;+;5;9;;
S047;300;gamma;1;-;6;91;epsilon;
S047;301;alpha;20;+;27;83;;beta
S047;301;epsilon;20;+;15;43;delta;beta
S047;301;gamma;1;+;7;22;;
S047;308;alpha;7;-;28;75;;
S047;308;epsilon;7;-;16;56;;
S047;308;gamma;7;-;8;100;gamma;
S047;310;alpha;2;+;29;117;;
S047;310;epsilon;2;+;17;54;;
S047;310;gamma;2;+;9;113;;
S047;317;alpha;7;-;30;34;;
S047;317;epsilon;7;-;18;39;;
S047;317;gamma;7;-;10;121;;
S047;320;beta;228;-;6;47;;
S047;321;beta;1;+;7;90;;
S047;322;beta;1;-;8;12;;
S047;327;beta;5;+;9;125;;
S047;329;alpha;12;+;31;110;alpha;
S047;329;epsilon;12;+;19;102;;
S047;329;gamma;12;+;11;47;;
S047;344;alpha;15;-;32;93;;
S047;344;epsilon;15;-;20;55;;
S047;344;gamma;15;-;12;16;;
S047;346;beta;19;-;10;73;;gamma
S047;360;alpha;16;+;33;45;;
S047;360;epsilon;16;+;21;55;;
S047;360;gamma;16;+;13;92;;
S047;360;beta;14;+;11;75;;
S047;369;epsilon;9;-;22;51;;
S047;370;alpha;10;-;34;65;;
S047;370;gamma;10;-;14;66;;
S047;370;beta;10;-;12;17;alpha;
S047;394;alpha;24;+;35;47;;
S047;396;alpha;2;-;36;91;epsilon;
S047;398;alpha;2;+;37;23;;
S047;399;alpha;1;-;38;104;;
S047;404;alpha;5;+;39;29;;
S047;405;alpha;1;-;40;37;;
S047;418;alpha;13;+;41;30;;
S047;419;alpha;1;-;42;47;;
S047;421;alpha;2;+;43;91;epsilon;
S047;422;alpha;1;-;44;22;;
S047;427;alpha;5;+;45;98;;
S047;430;epsilon;61;+;23;81;;
S047;431;alpha;4;-;46;95;;
S047;431;epsilon;1;-;24;49;;
S047;433;alpha;2;+;47;63;;
S047;433;epsilon;2;+;25;111;;
S047;435;alpha;2;-;48;124;;
S047;435;epsilon;2;-;26;96;;
S047;449;delta;346;-;2;95;;
S047;451;delta;2;+;3;63;;
S047;454;alpha;19;+;49;100;gamma;gamma
S047;454;epsilon;19;+;27;94;;gamma
S047;454;gamma;84;+;15;80;;delta
S047;455;gamma;1;-;16;39;;
S047;456;epsilon;2;-;28;53;;
S047;457;alpha;3;-;50;114;;
S047;458;delta;7;-;4;2;;
S047;463;delta;5;+;5;25;;
S047;464;delta;1;-;6;124;;
S047;468;alpha;11;+;51;108;gamma;
S047;468;delta;4;+;7;101;;
S047;470;epsilon;14;+;29;107;beta;
S047;474;gamma;19;+;17;109;epsilon;gamma
S047;478;beta;108;+;13;90;;gamma
S047;512;alpha;44;-;52;49;;
S047;515;epsilon;45;-;30;77;;
S047;515;gamma;41;-;18;19;gamma;
S047;515;beta;37;-;14;20;beta;
S047;515;delta;47;-;8;114;;
S047;516;gamma;1;+;19;64;;
S047;516;beta;1;+;15;74;;
S047;516;delta;1;+;9;125;;
S047;519;gamma;3;-;20;8;;
S047;519;beta;3;-;16;108;gamma;
S047;519;delta;3;-;10;110;alpha;
S047;520;gamma;1;+;21;81;;
S047;521;gamma;1;-;22;49;;
S047;524;gamma;3;+;23;112;;
S047;524;beta;5;+;17;69;;
S047;524;delta;5;+;11;89;;
S047;529;alpha;17;+;53;91;epsilon;alpha
S047;529;epsilon;14;+;31;94;;
S047;533;epsilon;4;-;32;55;;
S047;538;epsilon;5;+;33;47;;
S047;539;epsilon;1;-;34;90;;
S047;543;epsilon;4;+;35;15;;
S047;554;alpha;25;-;54;108;gamma;
S047;555;alpha;1;+;55;65;;
S047;573;alpha;18;-;56;41;;epsilon
S047;573;epsilon;30;-;36;6;;
S047;574;gamma;50;-;24;74;;
S047;576;epsilon;3;+;37;63;;
S047;576;gamma;2;+;25;107;beta;
S047;577;epsilon;1;-;38;123;;
S047;577;gamma;1;-;26;55;;
S047;578;epsilon;1;+;39;88;;
S047;578;gamma;1;+;27;43;delta;
S047;579;alpha;6;+;57;35;;
S047;588;alpha;9;-;58;105;;
S047;589;epsilon;11;-;40;48;;
S047;590;gamma;12;-;28;121;;
S047;602;beta;78;-;18;120;;
S047;602;delta;78;-;12;88;;
S047;604;beta;2;+;19;59;alpha;
S047;604;delta;2;+;13;120;;
S047;613;alpha;25;+;59;111;;
S047;614;alpha;1;-;60;95;;
S047;614;beta;10;-;20;68;alpha;
S047;615;delta;11;-;14;73;;
S047;621;alpha;7;+;61;68;alpha;
S047;621;beta;7;+;21;52;;
S047;621;delta;6;+;15;101;;
S047;622;epsilon;33;+;41;7;;
S047;622;gamma;32;+;29;67;;
S047;631;alpha;10;-;62;79;;
S047;631;epsilon;9;-;42;79;;
S047;631;gamma;9;-;30;44;;
S047;631;beta;10;-;22;3;;
S047;632;alpha;1;+;63;29;;
S047;633;alpha;1;-;64;37;;
S047;636;delta;15;-;16;82;;
S047;663;alpha;30;+;65;47;;
S047;664;epsilon;33;+;43;59;alpha;
S047;664;delta;28;+;17;100;gamma;
S047;668;delta;4;-;18;115;;
S047;669;gamma;38;+;31;120;;
S047;669;delta;1;+;19;8;;
S047;670;gamma;1;-;32;58;;
S047;671;gamma;1;+;33;73;;
S047;671;beta;40;+;23;86;;
S047;675;beta;4;-;24;102;;
S047;677;beta;2;+;25;6;;
S047;700;alpha;37;-;66;38;;
S047;704;alpha;4;+;67;3;;
S047;705;alpha;1;-;68;31;;
S047;707;epsilon;43;-;44;101;;delta
S047;707;beta;30;-;26;122;;
S047;708;beta;1;+;27;78;;
S047;709;epsilon;2;+;45;123;;
S047;713;alpha;8;+;69;64;;
S047;715;alpha;2;-;70;7;;
S047;716;epsilon;7;-;46;94;;
S047;717;gamma;46;-;34;107;beta;
S047;717;beta;9;-;28;27;gamma;
S047;717;delta;48;-;20;86;;
S047;720;gamma;3;+;35;57;;
S047;720;delta;3;+;21;101;;
S047;722;beta;5;+;29;21;delta;
S047;723;beta;1;-;30;84;delta;
S047;724;gamma;4;-;36;66;;
S047;724;delta;4;-;22;125;;
S047;726;delta;2;+;23;109;epsilon;
S047;727;alpha;12;+;71;77;;
S047;727;gamma;3;+;37;28;;
S047;727;beta;4;+;31;82;;
S047;728;epsilon;12;+;47;14;;
S047;734;alpha;7;-;72;15;;
S047;734;epsilon;6;-;48;19;gamma;
S047;735;alpha;1;+;73;24;;
S047;735;epsilon;1;+;49;64;;
S047;736;epsilon;1;-;50;6;;
S047;738;epsilon;2;+;51;62;;
S047;739;alpha;4;-;74;117;;
S047;739;epsilon;1;-;52;113;;
S047;740;gamma;13;-;38;19;gamma;
S047;740;beta;13;-;32;85;;
S047;740;delta;14;-;24;119;;
S047;746;delta;6;+;25;53;;
S047;747;alpha;8;+;75;35;;
S047;747;epsilon;8;+;53;122;;
S047;747;gamma;7;+;39;70;;
S047;747;beta;7;+;33;95;;
S047;748;alpha;1;-;76;97;;
S047;748;epsilon;1;-;54;78;;
S047;748;gamma;1;-;40;66;;
S047;748;beta;1;-;34;62;;
S047;749;delta;3;-;26;25;;
S047;750;alpha;2;+;77;83;;
S047;750;gamma;2;+;41;27;gamma;
S047;750;beta;2;+;35;114;;
S047;750;delta;1;+;27;124;;
S047;751;alpha;1;-;78;69;;
S047;751;gamma;1;-;42;17;alpha;
S047;751;beta;1;-;36;125;;
S047;751;delta;1;-;28;98;;
S047;756;delta;5;+;29;96;;
S047;757;alpha;6;+;79;61;;
S047;757;epsilon;9;+;55;27;gamma;
S047;757;gamma;6;+;43;49;;
S047;757;beta;6;+;37;113;;
S047;758;epsilon;1;-;56;17;alpha;
S047;758;gamma;1;-;44;110;alpha;
S047;758;beta;1;-;38;115;;
S047;760;epsilon;2;+;57;45;;
S047;760;gamma;2;+;45;86;;
S047;760;beta;2;+;39;9;;
S047;765;epsilon;5;-;58;74;;
S047;765;gamma;5;-;46;103;;
S047;765;beta;5;-;40;95;;
S047;766;epsilon;1;+;59;106;delta;
S047;766;beta;1;+;41;62;;
S047;767;alpha;10;-;80;14;;
S047;767;epsilon;1;-;60;45;;
S047;767;beta;1;-;42;113;;
S047;767;delta;11;-;30;86;;
S047;774;alpha;7;+;81;20;beta;
S047;774;epsilon;7;+;61;76;;
S047;774;beta;7;+;43;121;;
S047;774;delta;7;+;31;105;;
S047;775;gamma;10;+;47;23;;
S047;777;gamma;2;-;48;105;;
S047;779;epsilon;5;-;62;3;;
S047;779;beta;5;-;44;72;;
S047;780;epsilon;1;+;63;31;;
S047;780;gamma;3;+;49;37;;
S047;780;beta;1;+;45;86;;
S047;783;alpha;9;-;82;82;;
S047;783;epsilon;3;-;64;59;alpha;
S047;783;gamma;3;-;50;119;;
S047;783;beta;3;-;46;101;;
S047;783;delta;9;-;32;43;delta;
S047;786;alpha;3;+;83;61;;
S047;786;epsilon;3;+;65;85;;
S047;786;beta;3;+;47;124;;
S047;786;delta;3;+;33;52;;
S047;787;gamma;4;+;51;51;;
S047;792;alpha;6;-;84;108;gamma;
S047;792;epsilon;6;-;66;94;;
S047;792;gamma;5;-;52;7;;
S047;792;beta;6;-;48;103;;
S047;793;alpha;1;+;85;65;;
S047;793;epsilon;1;+;67;52;;
S047;793;gamma;1;+;53;71;;
S047;793;beta;1;+;49;15;;
S047;794;alpha;1;-;86;16;;
S047;794;epsilon;1;-;68;13;;
S047;794;gamma;1;-;54;76;;
S047;794;beta;1;-;50;24;;
S047;794;delta;8;-;34;20;beta;
S047;795;delta;1;+;35;74;;
S047;796;alpha;2;+;87;35;;
S047;796;epsilon;2;+;69;5;;
S047;796;gamma;2;+;55;0;;
S047;796;beta;2;+;51;115;;
S047;800;alpha;4;-;88;100;gamma;
S047;801;alpha;1;+;89;112;;
S047;811;alpha;10;-;90;34;;
S047;811;epsilon;15;-;70;7;;
S047;812;gamma;16;-;56;16;;
S047;812;beta;16;-;52;86;;
S047;812;delta;17;-;36;51;;alpha
S047;813;delta;1;+;37;3;;
S047;814;delta;1;-;38;31;;
S047;826;alpha;15;+;91;113;;
S047;826;epsilon;15;+;71;80;;
S047;826;gamma;14;+;57;90;;
S047;826;delta;12;+;39;64;;
S047;827;alpha;1;-;92;115;;
S047;827;epsilon;1;-;72;39;;
S047;827;gamma;1;-;58;12;;
S047;827;delta;1;-;40;6;;
S047;828;alpha;1;+;93;8;;
S047;830;alpha;2;-;94;82;;
S047;831;alpha;1;+;95;59;alpha;
S047;831;epsilon;4;+;73;13;;
S047;831;gamma;4;+;59;124;;
S047;831;beta;19;+;53;110;alpha;gamma
S047;831;delta;4;+;41;64;;
S047;837;beta;6;-;54;90;;
S047;838;beta;1;+;55;12;;
S047;839;epsilon;8;-;74;11;;
S047;839;gamma;8;-;60;105;;
S047;839;beta;1;-;56;121;;
S047;839;delta;8;-;42;13;;
S047;840;alpha;9;-;96;91;epsilon;
S047;851;alpha;11;+;97;94;;
S047;851;epsilon;12;+;75;96;;
S047;851;gamma;12;+;61;98;;
S047;851;beta;12;+;57;47;;
S047;851;delta;12;+;43;42;;
S047;855;alpha;4;-;98;55;;
S047;855;epsilon;4;-;76;75;;
S047;855;gamma;4;-;62;95;;
S047;855;beta;4;-;58;93;;
S047;855;delta;4;-;44;43;delta;
S047;861;alpha;6;+;99;48;;
S047;862;alpha;1;-;100;100;gamma;
S047;863;alpha;1;+;101;112;;
S047;864;epsilon;9;+;77;124;;
S047;865;epsilon;1;-;78;98;;
S047;866;epsilon;1;+;79;92;;
S047;867;gamma;12;+;63;114;;
S047;867;beta;12;+;59;41;;
S047;869;delta;14;+;45;123;;
S047;873;delta;4;-;46;91;epsilon;
S047;874;delta;1;+;47;22;;
S047;935;alpha;72;-;102;96;;
S047;936;alpha;1;+;103;72;;
S047;938;alpha;2;-;104;87;;
S047;943;alpha;5;+;105;113;;
S047;944;alpha;1;-;106;115;;
S047;949;epsilon;83;-;80;12;;
S047;975;alpha;31;+;107;101;;
S047;976;alpha;1;-;108;122;;
S047;977;alpha;1;+;109;78;;
S047;980;alpha;3;-;110;21;delta;
S047;980;gamma;113;-;64;67;;
S047;982;gamma;2;+;65;37;;
S047;983;alpha;3;+;111;86;;
S047;984;alpha;1;-;112;99;;
S047;984;gamma;2;-;66;118;;
S047;986;alpha;2;+;113;103;;
S047;986;gamma;2;+;67;39;;
S047;987;epsilon;38;+;81;95;;
S047;990;epsilon;3;-;82;64;;
S047;991;epsilon;1;+;83;6;;
S047;998;gamma;12;-;68;102;;
S047;999;gamma;1;+;69;5;;
S047;1000;alpha;14;-;114;27;gamma;
S047;1000;epsilon;9;-;84;69;;
S047;1000;gamma;1;-;70;51;;
S047;1003;alpha;3;+;115;19;gamma;
S047;1003;epsilon;3;+;85;58;;
S047;1004;alpha;1;-;116;64;;
S047;1004;epsilon;1;-;86;73;;
S047;1005;alpha;1;+;117;6;;
S047;1005;epsilon;1;+;87;96;;
S047;1006;alpha;1;-;118;61;;
S047;1006;epsilon;1;-;88;72;;
S047;1007;alpha;1;+;119;103;;
S047;1007;epsilon;1;+;89;86;;
S047;1008;gamma;8;+;71;10;;
S047;1011;alpha;4;-;120;18;epsilon;
S047;1011;gamma;3;-;72;103;;
S047;1012;epsilon;5;-;90;103;;
S047;1013;epsilon;1;+;91;15;;
S047;1014;epsilon;1;-;92;24;;
S047;1015;epsilon;1;+;93;114;;
S047;1017;alpha;6;+;121;59;alpha;
S047;1017;gamma;6;+;73;20;beta;
S047;1018;gamma;1;-;74;74;;
S047;1028;alpha;11;-;122;69;;
S047;1030;epsilon;15;-;94;112;;
S047;1031;epsilon;1;+;95;105;;
S047;1033;epsilon;2;-;96;36;epsilon;
S047;1035;beta;168;-;60;20;beta;
S047;1036;beta;1;+;61;74;;
S047;1037;alpha;9;+;123;64;;
S047;1037;epsilon;4;+;97;110;alpha;
S047;1038;gamma;20;+;75;54;;beta
S047;1041;alpha;4;-;124;9;;
S047;1041;epsilon;4;-;98;88;;
S047;1041;gamma;3;-;76;35;;
S047;1042;beta;6;-;62;111;;
S047;1045;beta;3;+;63;97;;
S047;1046;alpha;5;+;125;95;;
S047;1046;epsilon;5;+;99;123;;
S047;1046;gamma;5;+;77;101;;
S047;1048;alpha;2;-;126;63;;
S047;1048;epsilon;2;-;100;89;;
S047;1048;gamma;2;-;78;123;;
S047;1048;beta;3;-;64;84;delta;
S047;1049;alpha;1;+;127;123;;
S047;1049;epsilon;1;+;101;2;;
S047;1049;gamma;1;+;79;88;;
S047;1049;beta;1;+;65;79;;
S047;1053;beta;4;-;66;32;;
S047;1054;beta;1;+;67;67;;
S047;1093;alpha;44;-;128;25;;
S047;1103;alpha;10;+;129;97;;
S047;1104;alpha;1;-;130;82;;
S047;1108;epsilon;59;-;102;5;;alpha
S047;1120;alpha;16;+;131;88;;
S047;1120;epsilon;12;+;103;4;;
S047;1141;alpha;21;-;132;58;;delta
S047;1141;epsilon;21;-;104;40;;delta
S047;1144;epsilon;3;+;105;22;;
S047;1151;epsilon;7;-;106;100;gamma;
S047;1152;epsilon;1;+;107;112;;
S047;1154;epsilon;2;-;108;106;delta;
S047;1155;gamma;106;-;80;95;;delta
S047;1156;gamma;1;+;81;62;;
S047;1158;alpha;17;+;133;102;;alpha
S047;1158;epsilon;4;+;109;48;;
S047;1171;alpha;13;-;134;53;;
S047;1171;epsilon;13;-;110;114;;
S047;1173;alpha;2;+;135;24;;
S047;1173;epsilon;2;+;111;126;;
S047;1178;alpha;5;-;136;118;;
S047;1179;alpha;1;+;137;38;;
S047;1180;alpha;1;-;138;0;;
S047;1180;epsilon;7;-;112;124;;
S047;1181;gamma;25;-;82;2;;
S047;1183;alpha;3;+;139;3;;
S047;1183;epsilon;3;+;113;100;gamma;
S047;1183;gamma;2;+;83;22;;
S047;1324;alpha;75;-;140;121;;
S047;1324;epsilon;75;-;114;42;;
S047;1341;alpha;17;+;141;52;;alpha
S047;1341;epsilon;17;+;115;26;;alpha
S047;1345;epsilon;4;-;116;10;;
S047;1346;epsilon;1;+;117;101;;
S047;1373;alpha;32;-;142;25;;
S047;1375;alpha;2;+;143;125;;
S047;1376;alpha;1;-;144;108;gamma;
S047;1377;alpha;1;+;145;65;;
S047;1380;alpha;3;-;146;18;epsilon;
S047;1385;epsilon;39;-;118;106;delta;
S047;1385;gamma;136;-;84;38;;
S047;1388;epsilon;3;+;119;47;;
S047;1388;gamma;3;+;85;2;;
S047;1390;alpha;10;+;147;32;;
S047;1401;alpha;11;-;148;36;epsilon;
S047;1401;epsilon;13;-;120;14;;
S047;1403;alpha;2;+;149;108;gamma;
S047;1403;epsilon;2;+;121;15;;
S047;1425;alpha;22;-;150;27;gamma;
S047;1427;alpha;2;+;151;18;epsilon;
S047;1428;alpha;1;-;152;54;;
S047;1432;epsilon;29;-;122;5;;
S047;1435;epsilon;3;+;123;53;;
S047;1437;epsilon;2;-;124;24;;
S048;27;alpha;27;+;1;27;gamma;gamma
S048;28;alpha;1;-;2;17;alpha;
S048;33;alpha;5;+;3;48;;
S048;35;alpha;2;-;4;101;;
S048;45;alpha;10;+;5;77;;
S048;52;alpha;7;-;6;15;;
S048;54;alpha;2;+;7;25;;
S048;54;epsilon;54;+;1;54;;
S048;56;gamma;56;+;1;56;;
S048;57;gamma;1;-;2;53;;
S048;58;gamma;1;+;3;23;;
S048;59;gamma;1;-;4;104;;
S048;60;gamma;1;+;5;25;;
S048;60;beta;60;+;1;60;;
S048;65;beta;5;-;2;97;;
S048;66;gamma;6;-;6;2;;
S048;68;alpha;14;-;8;101;;
S048;68;epsilon;14;-;2;80;;
S048;69;epsilon;1;+;3;39;;
S048;70;alpha;2;+;9;123;;
S048;72;alpha;2;-;10;89;;
S048;73;epsilon;4;-;4;13;;
S048;76;epsilon;3;+;5;6;;
S048;78;alpha;6;+;11;7;;
S048;78;gamma;12;+;7;85;;
S048;78;beta;13;+;3;61;;
S048;79;beta;1;-;4;103;;
S048;80;alpha;2;-;12;72;;
S048;80;gamma;2;-;8;90;;
S048;81;alpha;1;+;13;86;;
S048;81;gamma;1;+;9;12;;
S048;81;beta;2;+;5;16;;
S048;84;beta;3;-;6;36;epsilon;
S048;86;beta;2;+;7;108;gamma;
S048;87;alpha;6;-;14;104;;
S048;87;gamma;6;-;10;126;;
S048;87;beta;1;-;8;65;;
S048;88;epsilon;12;-;6;104;;
S048;90;delta;90;-;1;90;;
S048;122;alpha;35;+;15;21;delta;
S048;124;alpha;2;-;16;85;;
S048;126;alpha;2;+;17;90;;
S048;127;alpha;1;-;18;12;;
S048;132;alpha;5;+;19;125;;
S048;136;alpha;4;-;20;111;;
S048;151;alpha;15;+;21;66;;
S048;153;alpha;2;-;22;27;gamma;
S048;154;alpha;1;+;23;17;alpha;
S048;157;epsilon;69;+;7;55;;
S048;161;epsilon;4;-;8;46;;
S048;163;epsilon;2;+;9;81;;
S048;165;epsilon;2;-;10;50;;
S048;167;epsilon;2;+;11;121;;
S048;176;gamma;89;+;11;116;;
S048;177;gamma;1;-;12;18;epsilon;
S048;184;alpha;30;-;24;79;;
S048;185;alpha;1;+;25;29;;
S048;186;gamma;9;+;13;62;;
S048;188;gamma;2;-;14;114;;
S048;189;gamma;1;+;15;125;;
S048;190;gamma;1;-;16;108;gamma;
S048;191;alpha;6;-;26;42;;
S048;193;alpha;2;+;27;41;;
S048;193;gamma;3;+;17;67;;
S048;194;alpha;1;-;28;30;;
S048;196;alpha;2;+;29;48;;
S048;203;alpha;7;-;30;106;delta;
S048;204;epsilon;37;-;12;72;;
S048;204;gamma;11;-;18;107;beta;
S048;228;alpha;25;+;31;84;delta;
S048;229;alpha;1;-;32;79;;
S048;233;alpha;4;+;33;32;;
S048;234;epsilon;30;+;13;118;;
S048;234;gamma;30;+;19;62;;
S048;235;epsilon;1;-;14;38;;
S048;235;gamma;1;-;20;113;;
S048;236;gamma;1;+;21;115;;
S048;237;epsilon;2;+;15;1;;
S048;243;beta;156;+;9;5;;
S048;291;delta;201;+;2;31;;
S048;295;delta;4;-;3;60;;
S048;296;delta;1;+;4;93;;
S048;297;alpha;64;-;34;89;;
S048;297;delta;1;-;5;42;;
S048;306;alpha;9;+;35;10;;
S048;306;delta;9;+;6;48;;
S048;327;alpha;21;-;36;5;;delta
S048;329;epsilon;92;-;16;65;;
S048;330;alpha;3;+;37;53;;
S048;330;epsilon;1;+;17;16;;
S048;333;alpha;3;-;38;25;;
S048;334;alpha;1;+;39;124;;
S048;336;alpha;2;-;40;99;;
S048;337;alpha;1;+;41;102;;
S048;339;alpha;2;-;42;6;;
S048;342;epsilon;12;-;18;88;;
S048;343;epsilon;1;+;19;119;;
S048;345;alpha;6;+;43;66;;
S048;360;alpha;15;-;44;11;;
S048;360;epsilon;17;-;20;106;delta;alpha
S048;361;alpha;1;+;45;111;;
S048;361;epsilon;1;+;21;45;;
S048;362;alpha;1;-;46;95;;
S048;363;alpha;1;+;47;62;;
S048;368;alpha;5;-;48;117;;
S048;370;epsilon;9;-;22;78;;
S048;373;alpha;5;+;49;32;;
S048;373;epsilon;3;+;23;21;delta;
S048;375;alpha;2;-;50;68;alpha;
S048;375;epsilon;2;-;24;85;;
S048;377;gamma;141;-;22;79;;
S048;380;beta;137;-;10;57;;
S048;380;delta;74;-;7;48;;
S048;382;delta;2;+;8;101;;
S048;383;delta;1;-;9;122;;
S048;384;beta;4;+;11;66;;
S048;384;delta;1;+;10;78;;
S048;388;alpha;13;+;51;82;;
S048;388;gamma;11;+;23;37;;
S048;389;alpha;1;-;52;59;alpha;
S048;389;gamma;1;-;24;117;;
S048;390;alpha;1;+;53;83;;
S048;390;epsilon;15;+;25;6;;
S048;390;gamma;1;+;25;28;;
S048;396;epsilon;6;-;26;66;;
S048;396;gamma;6;-;26;32;;
S048;397;alpha;7;-;54;75;;
S048;401;alpha;4;+;55;119;;
S048;403;alpha;2;-;56;49;;
S048;404;alpha;1;+;57;110;alpha;
S048;407;alpha;3;-;58;87;;
S048;409;beta;25;-;12;21;delta;
S048;414;delta;30;-;11;83;;
S048;435;alpha;28;+;59;92;;
S048;437;alpha;2;-;60;33;;
S048;463;alpha;26;+;61;24;;
S048;468;alpha;5;-;62;118;;
S048;469;alpha;1;+;63;38;;
S048;481;epsilon;85;+;27;81;;
S048;484;alpha;15;-;64;5;;
S048;484;epsilon;3;-;28;51;;
S048;501;alpha;17;+;65;9;;alpha
S048;503;alpha;2;-;66;92;;
S048;508;alpha;5;+;67;36;epsilon;
S048;509;alpha;1;-;68;107;beta;
S048;512;alpha;3;+;69;57;;
S048;513;epsilon;29;+;29;49;;
