segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S044;1250;alpha;1;-;128;38;;
S044;1251;alpha;1;+;129;0;;
S044;1251;epsilon;4;+;87;109;epsilon;
S044;1256;alpha;5;-;130;5;;
S044;1257;epsilon;6;-;88;80;;
S044;1257;gamma;28;-;46;11;;
S044;1320;beta;213;-;44;46;;
S044;1337;alpha;19;+;131;11;;gamma
S044;1339;alpha;2;-;132;112;;
S044;1358;delta;394;-;10;34;;
S044;1365;delta;7;+;11;93;;
S044;1366;delta;1;-;12;42;;
S044;1367;delta;1;+;13;40;;
S044;1368;alpha;29;+;133;53;;
S044;1369;epsilon;50;+;89;49;;
S044;1370;epsilon;1;-;90;110;alpha;
S044;1371;epsilon;1;+;91;85;;
S044;1381;gamma;62;+;47;19;gamma;
S044;1383;beta;63;+;45;91;epsilon;
S044;1386;beta;3;-;46;24;;
S044;1387;beta;1;+;47;114;;
S044;1388;gamma;7;-;48;70;;
S044;1388;beta;1;-;48;125;;
S044;1389;alpha;21;-;134;114;;delta
S044;1389;epsilon;18;-;92;9;;epsilon
S044;1389;delta;22;-;14;85;;
S044;1390;delta;1;+;15;89;;
S044;1392;epsilon;3;+;93;93;;
S044;1393;epsilon;1;-;94;42;;
S044;1394;delta;4;-;16;5;;
S044;1421;alpha;32;+;135;2;;
S044;1425;alpha;4;-;136;24;;
S044;1430;alpha;5;+;137;118;;
S044;1433;epsilon;40;+;95;49;;
S044;1436;epsilon;3;-;96;112;;
S044;1437;epsilon;1;+;97;105;;
S044;1438;gamma;50;+;49;65;;
S044;1439;delta;45;+;17;37;;
S045;1;gamma;1;-;1;1;;
S045;1;delta;1;-;1;1;;
S045;2;alpha;2;-;1;2;;
S045;2;epsilon;2;-;1;2;;
S045;5;alpha;3;+;2;23;;
S045;5;epsilon;3;+;2;23;;
S045;5;gamma;4;+;2;14;;
S045;5;delta;4;+;2;14;;
S045;6;beta;6;+;1;6;;
S045;8;beta;2;-;2;62;;
S045;9;delta;4;-;3;17;alpha;
S045;10;beta;2;+;3;114;;
S045;10;delta;1;+;4;44;;
S045;54;alpha;49;-;3;63;;
S045;61;alpha;7;+;4;2;;
S045;101;alpha;40;-;5;113;;
S045;107;alpha;6;+;6;120;;
S045;113;alpha;6;-;7;63;;
S045;118;epsilon;113;-;3;126;;
S045;119;epsilon;1;+;4;118;;
S045;121;epsilon;2;-;5;39;;
S045;124;alpha;11;+;8;88;;
S045;124;epsilon;3;+;6;12;;
S045;126;alpha;2;-;9;120;;
S045;126;epsilon;2;-;7;122;;
S045;128;alpha;2;+;10;59;alpha;
S045;128;epsilon;2;+;8;79;;
S045;146;alpha;18;-;11;76;;epsilon
S045;147;alpha;1;+;12;126;;
S045;150;alpha;3;-;13;120;;
S045;150;epsilon;22;-;9;48;;
S045;153;epsilon;3;+;10;102;;
S045;154;epsilon;1;-;11;5;;
S045;164;gamma;159;-;3;62;;
S045;165;gamma;1;+;4;113;;
S045;167;alpha;17;+;14;79;;alpha
S045;167;epsilon;13;+;12;5;;
S045;170;epsilon;3;-;13;53;;
S045;173;epsilon;3;+;14;25;;
S045;182;epsilon;9;-;15;5;;
S045;183;epsilon;1;+;16;51;;
S045;184;alpha;17;-;15;43;delta;alpha
S045;184;epsilon;1;-;17;3;;
S045;184;gamma;19;-;5;16;;gamma
S045;193;beta;183;-;4;10;;
S045;194;beta;1;+;5;101;;
S045;197;beta;3;-;6;124;;
S045;231;alpha;47;+;16;29;;
S045;238;epsilon;54;+;18;100;gamma;
S045;251;alpha;20;-;17;126;;beta
S045;252;epsilon;14;-;19;108;gamma;
S045;268;alpha;17;+;18;44;;alpha
S045;268;epsilon;16;+;20;21;delta;
S045;278;epsilon;10;-;21;78;;
S045;279;epsilon;1;+;22;19;gamma;
S045;281;alpha;13;-;19;95;;
S045;281;epsilon;2;-;23;65;;
S045;282;alpha;1;+;20;62;;
S045;285;epsilon;4;+;24;19;gamma;
S045;285;gamma;101;+;6;99;;
S045;287;gamma;2;-;7;103;;
S045;292;alpha;10;-;21;114;;
S045;293;alpha;1;+;22;125;;
S045;294;gamma;7;+;8;21;delta;
S045;295;alpha;2;-;23;109;epsilon;
S045;295;gamma;1;-;9;84;delta;
S045;296;alpha;1;+;24;75;;
S045;296;gamma;1;+;10;79;;
S045;297;alpha;1;-;25;116;;
S045;297;epsilon;12;-;25;7;;
S045;297;gamma;1;-;11;29;;
S045;300;alpha;3;+;26;20;beta;
S045;300;epsilon;3;+;26;73;;
S045;300;gamma;3;+;12;39;;
S045;303;alpha;3;-;27;76;;
S045;303;gamma;3;-;13;12;;
S045;304;alpha;1;+;28;126;;
S045;304;gamma;1;+;14;121;;
S045;307;beta;110;+;7;31;;alpha
S045;336;alpha;32;-;29;59;alpha;
S045;338;epsilon;38;-;27;99;;
S045;343;epsilon;5;+;28;106;delta;
S045;344;alpha;8;+;30;90;;
S045;345;alpha;1;-;31;12;;
S045;345;epsilon;2;-;29;46;;
S045;349;gamma;45;-;15;80;;
S045;349;beta;42;-;8;94;;
S045;358;delta;348;-;5;25;;
S045;370;delta;12;+;6;99;;
S045;371;delta;1;-;7;102;;
S045;378;alpha;33;+;32;90;;
S045;380;delta;9;+;8;13;;
S045;381;delta;1;-;9;4;;
S045;382;delta;1;+;10;41;;
S045;383;delta;1;-;11;30;;
S045;390;epsilon;45;+;30;73;;
S045;391;epsilon;1;-;31;96;;
S045;394;epsilon;3;+;32;74;;
S045;402;alpha;24;-;33;7;;
S045;403;epsilon;9;-;33;114;;
S045;427;alpha;25;+;34;90;;
S045;429;alpha;2;-;35;13;;
S045;430;alpha;1;+;36;4;;
S045;431;alpha;1;-;37;41;;
S045;433;alpha;2;+;38;31;;
S045;434;epsilon;31;+;34;1;;
S045;437;epsilon;3;-;35;13;;
S045;439;epsilon;2;+;36;5;;
S045;441;epsilon;2;-;37;52;;
S045;442;alpha;9;-;39;65;;
S045;443;alpha;1;+;40;16;;
S045;443;epsilon;2;+;38;14;;
S045;444;alpha;1;-;41;34;;
S045;444;epsilon;1;-;39;14;;
S045;446;alpha;2;+;42;88;;
S045;449;epsilon;5;+;40;18;epsilon;
S045;453;alpha;7;-;43;125;;
S045;453;epsilon;4;-;41;57;;
S045;454;epsilon;1;+;42;63;;
S045;455;epsilon;1;-;43;123;;
S045;501;alpha;48;+;44;102;;
S045;507;alpha;6;-;45;10;;
S045;512;alpha;5;+;46;105;;
S045;516;alpha;4;-;47;38;;
S045;523;alpha;7;+;48;6;;
S045;524;epsilon;69;+;44;50;;
S045;531;alpha;8;-;49;68;alpha;
S045;531;epsilon;7;-;45;126;;
S045;614;alpha;83;+;50;25;;
S045;616;epsilon;85;+;46;112;;
S045;627;gamma;278;+;16;14;;
S045;632;beta;283;+;9;49;;
S045;634;beta;2;-;10;111;;
S045;637;beta;3;+;11;97;;
S045;641;beta;4;-;12;85;;
S045;644;alpha;30;-;51;117;;
S045;645;gamma;18;-;17;21;delta;epsilon
S045;646;gamma;1;+;18;84;delta;
S045;647;gamma;1;-;19;79;;
S045;648;gamma;1;+;20;29;;
S045;651;gamma;3;-;21;39;;
S045;653;gamma;2;+;22;11;;
S045;655;alpha;11;+;52;27;gamma;
S045;655;beta;14;+;13;5;;
S045;662;alpha;7;-;53;23;;
S045;662;beta;7;-;14;57;;
S045;663;alpha;1;+;54;104;;
S045;663;beta;1;+;15;63;;
S045;668;alpha;5;-;55;29;;
S045;668;epsilon;52;-;47;76;;
S045;668;beta;5;-;16;0;;
S045;669;epsilon;1;+;48;126;;
S045;670;epsilon;1;-;49;118;;
S045;673;epsilon;3;+;50;40;;
S045;673;beta;5;+;17;5;;
S045;674;alpha;6;+;56;42;;
S045;675;alpha;1;-;57;40;;
S045;675;epsilon;2;-;51;21;delta;
S045;675;beta;2;-;18;52;;
S045;676;gamma;23;-;23;107;beta;
S045;733;alpha;58;+;58;121;;
S045;734;alpha;1;-;59;68;alpha;
S045;737;alpha;3;+;60;48;;
S045;738;alpha;1;-;61;100;gamma;
S045;760;alpha;22;+;62;116;;
S045;762;epsilon;87;+;52;28;;
S045;768;epsilon;6;-;53;32;;
S045;769;epsilon;1;+;54;67;;
S045;773;epsilon;4;-;55;39;;
S045;774;epsilon;1;+;56;10;;
S045;783;alpha;23;-;63;66;;
S045;783;epsilon;9;-;57;109;epsilon;
S045;794;alpha;11;+;64;7;;
S045;794;epsilon;11;+;58;116;;
S045;795;alpha;1;-;65;71;;
S045;795;epsilon;1;-;59;18;epsilon;
S045;828;alpha;33;+;66;21;delta;
S045;834;epsilon;39;+;60;61;;
S045;835;epsilon;1;-;61;103;;
S045;836;epsilon;1;+;62;15;;
S045;840;alpha;12;-;67;80;;
S045;840;epsilon;4;-;63;27;gamma;
S045;841;alpha;1;+;68;39;;
S045;842;alpha;1;-;69;10;;
S045;843;alpha;1;+;70;101;;
S045;844;alpha;1;-;71;122;;
S045;850;alpha;6;+;72;83;;
S045;850;epsilon;10;+;64;43;delta;
S045;851;alpha;1;-;73;69;;
S045;851;epsilon;1;-;65;50;;
S045;858;epsilon;7;+;66;126;;
S045;859;alpha;8;+;74;63;;
S045;863;alpha;4;-;75;126;;
S045;863;epsilon;5;-;67;122;;
S045;870;alpha;7;+;76;124;;
S045;870;epsilon;7;+;68;84;delta;
S045;871;alpha;1;-;77;98;;
S045;871;epsilon;1;-;69;79;;
S045;872;alpha;1;+;78;92;;
S045;873;epsilon;2;+;70;30;;
S045;874;gamma;198;+;24;10;;
S045;875;gamma;1;-;25;101;;
S045;877;gamma;2;+;26;123;;
S045;879;gamma;2;-;27;89;;
S045;880;gamma;1;+;28;2;;
S045;882;beta;207;+;19;10;;
S045;883;beta;1;-;20;101;;
S045;885;beta;2;+;21;123;;
S045;900;alpha;28;-;79;84;delta;
S045;901;beta;16;-;22;124;;
S045;902;epsilon;29;-;71;108;gamma;
S045;903;gamma;23;-;29;96;;
S045;904;gamma;1;+;30;72;;
S045;906;gamma;2;-;31;87;;
S045;909;gamma;3;+;32;111;;
S045;911;gamma;2;-;33;96;;
S045;919;alpha;19;+;80;37;;gamma
S045;919;gamma;8;+;34;79;;
S045;920;alpha;1;-;81;117;;
S045;921;alpha;1;+;82;28;;
S045;921;epsilon;19;+;72;24;;gamma
S045;922;beta;21;+;23;102;;delta
S045;923;epsilon;2;-;73;115;;
S045;923;beta;1;-;24;5;;
S045;924;epsilon;1;+;74;8;;
S045;924;beta;1;+;25;51;;
S045;929;epsilon;5;-;75;85;;
S045;930;alpha;9;-;83;35;;
S045;930;gamma;11;-;35;37;;
S045;930;beta;6;-;26;8;;
S045;931;alpha;1;+;84;97;;
S045;931;gamma;1;+;36;117;;
S045;932;beta;2;+;27;82;;
S045;934;alpha;3;-;85;84;delta;
S045;934;gamma;3;-;37;30;;
S045;934;beta;2;-;28;60;;
S045;938;alpha;4;+;86;82;;
S045;938;gamma;4;+;38;50;;
S045;939;alpha;1;-;87;59;alpha;
S045;939;gamma;1;-;39;120;;
S045;942;gamma;3;+;40;60;;
S045;943;gamma;1;-;41;93;;
S045;964;alpha;25;+;88;83;;
S045;965;alpha;1;-;89;69;;
S045;968;alpha;3;+;90;58;;
S045;970;epsilon;41;+;76;32;;
S045;971;epsilon;1;-;77;67;;
S045;977;alpha;9;-;91;81;;
S045;982;alpha;5;+;92;53;;
S045;984;epsilon;13;+;78;109;epsilon;
S045;986;gamma;43;+;42;72;;delta
S045;986;beta;52;+;29;83;;
S045;999;gamma;13;-;43;101;;
S045;999;beta;13;-;30;58;;
S045;1000;gamma;1;+;44;122;;
S045;1000;beta;1;+;31;73;;
S045;1009;alpha;27;-;93;120;;gamma
S045;1010;alpha;1;+;94;58;;
S045;1011;alpha;1;-;95;73;;
S045;1013;alpha;2;+;96;97;;
S045;1014;alpha;1;-;97;82;;
S045;1016;alpha;2;+;98;60;;
S045;1020;alpha;4;-;99;96;;
S045;1021;alpha;1;+;100;72;;
S045;1054;alpha;33;-;101;121;;
S045;1055;alpha;1;+;102;68;alpha;
S045;1062;delta;679;+;12;72;;
S045;1079;alpha;24;-;103;93;;
S045;1080;alpha;1;+;104;42;;
S045;1083;alpha;3;-;105;42;;
S045;1084;epsilon;100;-;79;7;;gamma
S045;1084;delta;22;-;13;110;alpha;
S045;1087;delta;3;+;14;87;;
S045;1090;epsilon;6;+;80;76;;
S045;1092;alpha;9;+;106;48;;
S045;1097;alpha;5;-;107;104;;
S045;1098;alpha;1;+;108;25;;
S045;1099;alpha;1;-;109;124;;
S045;1100;epsilon;10;-;81;117;;
S045;1108;alpha;9;+;110;106;delta;
S045;1108;epsilon;8;+;82;35;;
S045;1109;epsilon;1;-;83;97;;
S045;1111;epsilon;2;+;84;83;;
S045;1116;alpha;8;-;111;52;;
S045;1116;epsilon;5;-;85;73;;
S045;1118;gamma;118;-;45;71;;
S045;1119;delta;32;-;15;96;;
S045;1120;delta;1;+;16;72;;
S045;1123;alpha;7;+;112;19;gamma;
S045;1123;gamma;5;+;46;80;;
S045;1124;epsilon;8;+;86;103;;
S045;1148;alpha;25;-;113;20;beta;
S045;1152;epsilon;28;-;87;41;;
S045;1153;epsilon;1;+;88;30;;
S045;1161;epsilon;8;-;89;54;;
S045;1166;gamma;43;-;47;42;;delta
S045;1167;gamma;1;+;48;40;;
S045;1168;gamma;1;-;49;20;beta;
S045;1169;gamma;1;+;50;74;;
S045;1170;gamma;1;-;51;106;delta;
S045;1173;gamma;3;+;52;47;;
S045;1174;gamma;1;-;53;90;;
S045;1176;gamma;2;+;54;13;;
S045;1177;alpha;29;+;114;124;;
S045;1178;alpha;1;-;115;98;;
S045;1179;alpha;1;+;116;92;;
S045;1180;alpha;1;-;117;32;;
S045;1180;gamma;4;-;55;7;;
S045;1181;gamma;1;+;56;71;;
S045;1184;alpha;4;+;118;70;;
S045;1184;epsilon;23;+;90;89;;
S045;1185;epsilon;1;-;91;2;;
S045;1186;epsilon;1;+;92;21;delta;
S045;1189;epsilon;3;-;93;86;;
S045;1191;alpha;7;-;119;72;;
S045;1192;gamma;11;-;57;126;;
S045;1192;beta;192;-;32;40;;
S045;1195;alpha;4;+;120;89;;
S045;1195;epsilon;6;+;94;104;;
S045;1195;gamma;3;+;58;120;;
S045;1195;beta;3;+;33;22;;
S045;1221;alpha;26;-;121;36;epsilon;
S045;1223;alpha;2;+;122;108;gamma;
S045;1224;alpha;1;-;123;65;;
S045;1235;epsilon;40;-;95;26;;
S045;1236;epsilon;1;+;96;7;;
S045;1237;epsilon;1;-;97;71;;
S045;1237;gamma;42;-;59;104;;
S045;1240;beta;45;-;34;86;;
S045;1241;beta;1;+;35;99;;
S045;1243;gamma;6;+;60;30;;
S045;1244;gamma;1;-;61;47;;
S045;1254;beta;13;-;36;7;;
S045;1256;beta;2;+;37;72;;
S045;1257;beta;1;-;38;86;;
S046;2;alpha;2;-;1;2;;
S046;4;epsilon;4;-;1;4;;
S046;5;epsilon;1;+;2;41;;
S046;7;epsilon;2;-;3;31;;
S046;9;epsilon;2;+;4;58;;
S046;10;epsilon;1;-;5;73;;
S046;11;beta;11;-;1;11;;
S046;12;gamma;12;-;1;12;;
S046;12;delta;12;-;1;12;;
S046;13;delta;1;+;2;121;;
S046;14;delta;1;-;3;68;alpha;
S046;89;alpha;87;+;2;33;;
S046;94;epsilon;84;+;6;18;epsilon;delta
S046;109;gamma;97;+;2;27;gamma;
S046;114;gamma;5;-;3;21;delta;
S046;115;gamma;1;+;4;84;delta;
S046;136;alpha;47;-;3;45;;
S046;137;alpha;1;+;4;70;;
S046;141;beta;130;+;2;81;;
S046;143;alpha;6;-;5;71;;
S046;143;beta;2;-;3;50;;
S046;146;epsilon;52;-;7;74;;
S046;149;epsilon;3;+;8;108;gamma;
S046;150;epsilon;1;-;9;65;;
S046;153;alpha;10;+;6;125;;
S046;153;epsilon;3;+;10;18;epsilon;
S046;153;beta;10;+;4;57;;
S046;157;alpha;4;-;7;111;;
S046;157;beta;4;-;5;66;;
S046;158;alpha;1;+;8;95;;
S046;158;beta;1;+;6;26;;
S046;163;alpha;5;-;9;66;;
S046;164;alpha;1;+;10;26;;
S046;179;alpha;15;-;11;75;;
S046;180;epsilon;27;-;11;49;;gamma
S046;182;epsilon;2;+;12;111;;
S046;185;alpha;6;+;12;121;;
S046;186;alpha;1;-;13;68;alpha;
S046;187;epsilon;5;-;13;99;;
S046;188;alpha;2;+;14;47;;
S046;188;epsilon;1;+;14;102;;
S046;209;alpha;21;-;15;22;;delta
S046;209;epsilon;21;-;15;61;;delta
S046;210;epsilon;1;+;16;103;;
S046;211;epsilon;1;-;17;15;;
S046;211;gamma;96;-;5;114;;
S046;216;gamma;5;+;6;2;;
S046;217;gamma;1;-;7;21;delta;
S046;236;alpha;27;+;16;68;alpha;gamma
S046;237;alpha;1;-;17;46;;
S046;238;beta;80;-;7;13;;
S046;258;alpha;21;+;18;49;;delta
S046;261;epsilon;50;+;18;26;;
S046;261;beta;23;+;8;53;;
S046;262;beta;1;-;9;23;;
S046;263;gamma;46;+;8;114;;
S046;263;beta;1;+;10;104;;
S046;264;gamma;1;-;9;125;;
S046;265;gamma;1;+;10;108;gamma;
S046;280;alpha;22;-;19;96;;
S046;280;gamma;15;-;11;20;beta;
S046;281;gamma;1;+;12;74;;
S046;282;epsilon;21;-;19;81;;delta
S046;282;gamma;1;-;13;106;delta;
S046;282;beta;19;-;11;5;;gamma
S046;294;epsilon;12;+;20;111;;
S046;296;alpha;16;+;20;91;epsilon;
S046;296;gamma;14;+;14;73;;
S046;296;beta;14;+;12;6;;
S046;313;delta;299;+;4;100;gamma;
S046;316;delta;3;-;5;114;;
S046;318;alpha;22;-;21;105;;
S046;318;epsilon;24;-;21;75;;
S046;320;epsilon;2;+;22;117;;
S046;321;epsilon;1;-;23;28;;
S046;321;gamma;25;-;15;86;;
S046;321;beta;25;-;13;117;;
S046;335;alpha;17;+;22;103;;alpha
S046;335;epsilon;14;+;24;20;beta;
S046;335;gamma;14;+;16;105;;
S046;335;beta;14;+;14;30;;
S046;337;alpha;2;-;23;16;;
S046;337;epsilon;2;-;25;75;;
S046;337;gamma;2;-;17;36;epsilon;
S046;337;beta;2;-;15;48;;
S046;340;alpha;3;+;24;36;epsilon;
S046;341;alpha;1;-;25;107;beta;
S046;343;alpha;2;+;26;56;;
S046;345;gamma;8;+;18;114;;
S046;346;epsilon;9;+;26;124;;
S046;346;beta;9;+;16;108;gamma;
S046;347;epsilon;1;-;27;98;;
S046;347;gamma;2;-;19;126;;
S046;347;beta;1;-;17;65;;
S046;348;alpha;5;-;27;57;;
S046;350;alpha;2;+;28;64;;
S046;353;gamma;6;+;20;123;;
S046;354;epsilon;7;+;28;98;;
S046;354;beta;7;+;18;22;;
S046;355;epsilon;1;-;29;92;;
S046;355;gamma;2;-;21;89;;
S046;355;beta;1;-;19;94;;
S046;356;epsilon;1;+;30;32;;
S046;356;gamma;1;+;22;2;;
S046;356;beta;1;+;20;52;;
S046;358;epsilon;2;-;31;68;alpha;
S046;358;gamma;2;-;23;22;;
S046;358;beta;2;-;21;14;;
S046;360;alpha;10;-;29;60;;
S046;369;alpha;9;+;30;101;;
S046;369;epsilon;11;+;32;80;;
S046;370;gamma;12;+;24;53;;
S046;370;beta;12;+;22;15;;
S046;371;gamma;1;-;25;23;;
S046;372;gamma;1;+;26;104;;
S046;373;gamma;1;-;27;25;;
S046;373;beta;3;-;23;26;;
S046;374;alpha;5;-;31;126;;
S046;374;epsilon;5;-;33;43;delta;
S046;375;epsilon;1;+;34;50;;
S046;377;alpha;3;+;32;120;;
S046;377;beta;4;+;24;10;;
S046;378;gamma;5;+;28;1;;
S046;380;alpha;3;-;33;60;;
S046;380;gamma;2;-;29;12;;
S046;380;beta;3;-;25;103;;
S046;381;alpha;1;+;34;93;;
S046;382;alpha;1;-;35;42;;
S046;382;epsilon;7;-;35;126;;
S046;384;alpha;2;+;36;41;;
S046;384;epsilon;2;+;36;119;;
S046;385;alpha;1;-;37;30;;
S046;385;epsilon;1;-;37;48;;
S046;392;alpha;7;+;38;53;;
S046;394;alpha;2;-;39;24;;
S046;395;alpha;1;+;40;114;;
S046;395;epsilon;10;+;38;111;;
S046;395;gamma;15;+;30;72;;
S046;395;beta;15;+;26;28;;
S046;396;gamma;1;-;31;86;;
S046;396;beta;1;-;27;27;gamma;
S046;397;beta;1;+;28;17;alpha;
S046;398;gamma;2;+;32;100;gamma;
S046;399;gamma;1;-;33;112;;
S046;399;beta;2;-;29;45;;
S046;400;gamma;1;+;34;105;;
S046;400;beta;1;+;30;70;;
S046;402;gamma;2;-;35;36;epsilon;
S046;403;beta;3;-;31;68;alpha;
S046;404;alpha;9;-;41;6;;
S046;404;epsilon;9;-;39;103;;
S046;427;alpha;23;+;42;115;;
S046;433;epsilon;29;+;40;42;;
S046;433;gamma;31;+;36;75;;
S046;435;gamma;2;-;37;117;;
S046;438;epsilon;5;-;41;44;;
S046;439;epsilon;1;+;42;60;;
S046;441;gamma;6;+;38;33;;
S046;443;gamma;2;-;39;78;;
S046;445;gamma;2;+;40;20;beta;
S046;446;gamma;1;-;41;74;;
S046;447;alpha;20;-;43;90;;beta
S046;447;epsilon;8;-;43;100;gamma;
S046;471;alpha;24;+;44;7;;
S046;480;epsilon;33;+;44;0;;
S046;483;gamma;37;+;42;71;;
S046;486;beta;83;+;32;25;;
S046;489;beta;3;-;33;126;;
S046;490;beta;1;+;34;118;;
S046;491;beta;1;-;35;38;;
S046;492;gamma;9;-;43;84;delta;
S046;495;alpha;24;-;45;89;;
S046;496;alpha;1;+;46;2;;
S046;497;gamma;5;+;44;83;;
S046;500;alpha;4;-;47;24;;
S046;500;gamma;3;-;45;71;;
S046;509;gamma;9;+;46;84;delta;
S046;510;alpha;10;+;48;124;;
S046;512;beta;21;+;36;11;;delta
S046;517;beta;5;-;37;115;;
S046;518;alpha;8;-;49;105;;
S046;519;alpha;1;+;50;35;;
S046;520;beta;3;+;38;10;;
S046;524;delta;208;+;6;35;;
S046;544;alpha;25;-;51;96;;
S046;546;delta;22;-;7;93;;
S046;549;epsilon;69;-;45;69;;
S046;564;alpha;20;+;52;95;;beta
S046;564;epsilon;15;+;46;57;;
S046;565;epsilon;1;-;47;63;;
S046;567;epsilon;2;+;48;124;;
S046;568;delta;22;+;8;51;;
S046;569;delta;1;-;9;3;;
S046;570;delta;1;+;10;31;;
S046;576;epsilon;9;-;49;106;delta;
S046;577;epsilon;1;+;50;45;;
S046;598;alpha;34;-;53;9;;
S046;602;alpha;4;+;54;94;;
S046;605;alpha;3;-;55;54;;
S046;606;alpha;1;+;56;33;;
S046;607;alpha;1;-;57;77;;
S046;607;epsilon;30;-;51;85;;
S046;608;epsilon;1;+;52;89;;
S046;609;alpha;2;+;58;10;;
S046;610;alpha;1;-;59;101;;
S046;613;epsilon;5;-;53;6;;
S046;615;gamma;106;-;47;32;;delta
S046;615;delta;45;-;11;97;;
S046;618;delta;3;+;12;84;delta;
S046;619;gamma;4;+;48;70;;
S046;620;gamma;1;-;49;66;;
S046;621;gamma;1;+;50;26;;
S046;624;gamma;3;-;51;9;;
S046;625;gamma;1;+;52;91;epsilon;
S046;626;alpha;16;+;60;83;;
S046;626;epsilon;13;+;54;105;;
S046;629;alpha;3;-;61;71;;
S046;629;epsilon;3;-;55;37;;
S046;629;gamma;4;-;53;25;;
S046;629;beta;109;-;39;76;;epsilon
S046;629;delta;11;-;13;29;;
S046;634;beta;5;+;40;3;;
S046;635;beta;1;-;41;31;;
S046;636;alpha;7;+;62;82;;
S046;636;beta;1;+;42;57;;
S046;636;delta;7;+;14;43;delta;
S046;637;alpha;1;-;63;59;alpha;
S046;638;alpha;1;+;64;83;;
S046;639;gamma;10;+;54;97;;
S046;640;epsilon;11;+;56;28;;
S046;641;alpha;3;-;65;71;;
S046;641;epsilon;1;-;57;27;gamma;
S046;641;gamma;2;-;55;83;;
S046;641;beta;5;-;43;67;;
S046;641;delta;5;-;15;54;;
S046;649;alpha;8;+;66;83;;
S046;649;beta;8;+;44;43;delta;
S046;649;delta;8;+;16;40;;
S046;650;alpha;1;-;67;69;;
S046;650;beta;1;-;45;50;;
S046;650;delta;1;-;17;20;beta;
S046;653;alpha;3;+;68;58;;
S046;653;delta;3;+;18;76;;
S046;654;delta;1;-;19;126;;
S046;656;alpha;3;-;69;75;;
S046;675;alpha;19;+;70;26;;gamma
S046;677;epsilon;36;+;58;69;;epsilon
S046;680;alpha;5;-;71;11;;
S046;680;epsilon;3;-;59;58;;
S046;701;alpha;21;+;72;105;;delta
S046;703;epsilon;23;+;60;108;gamma;
S046;709;gamma;68;+;56;113;;alpha
S046;709;beta;59;+;46;106;delta;alpha
S046;709;delta;55;+;20;82;;
S046;710;beta;1;-;47;45;;
S046;710;delta;1;-;21;59;alpha;
S046;711;beta;1;+;48;70;;
S046;711;delta;1;+;22;83;;
S046;739;alpha;38;-;73;124;;
S046;741;alpha;2;+;74;99;;
S046;772;alpha;31;-;75;25;;
S046;780;epsilon;77;-;61;82;;
S046;781;epsilon;1;+;62;59;alpha;
S046;790;epsilon;9;-;63;91;epsilon;
S046;795;alpha;23;+;76;110;alpha;
S046;795;epsilon;5;+;64;26;;
S046;798;epsilon;3;-;65;9;;
S046;799;alpha;4;-;77;88;;
S046;814;gamma;105;-;57;75;;
S046;815;gamma;1;+;58;116;;
S046;816;gamma;1;-;59;18;epsilon;
S046;820;alpha;21;+;78;58;;delta
S046;820;gamma;4;+;60;57;;
S046;821;alpha;1;-;79;73;;
S046;822;alpha;1;+;80;96;;
S046;824;epsilon;26;+;66;37;;
S046;825;epsilon;1;-;67;117;;
S046;826;alpha;4;-;81;75;;
S046;826;gamma;6;-;61;68;alpha;
S046;828;beta;117;-;49;13;;
S046;830;delta;119;-;23;61;;
S046;878;alpha;52;+;82;59;alpha;
S046;890;alpha;12;-;83;70;;
S046;892;alpha;2;+;84;67;;
S046;896;epsilon;71;+;68;87;;
S046;899;epsilon;3;-;69;111;;
S046;900;epsilon;1;+;70;95;;
S046;902;alpha;10;-;85;106;delta;
S046;902;epsilon;2;-;71;63;;
S046;903;alpha;1;+;86;45;;
S046;903;epsilon;1;+;72;123;;
S046;904;alpha;1;-;87;70;;
S046;904;epsilon;1;-;73;88;;
S046;907;epsilon;3;+;74;121;;
S046;909;alpha;5;+;88;70;;
S046;910;alpha;1;-;89;66;;
S046;910;epsilon;3;-;75;70;;
S046;936;alpha;26;+;90;22;;
S046;937;alpha;1;-;91;94;;
S046;938;alpha;1;+;92;52;;
S046;942;epsilon;32;+;76;47;;
S046;943;epsilon;1;-;77;90;;
S046;944;epsilon;1;+;78;12;;
S046;947;epsilon;3;-;79;123;;
S046;948;alpha;10;-;93;3;;
S046;977;alpha;29;+;94;75;;
S046;981;alpha;4;-;95;119;;
S046;983;alpha;2;+;96;49;;
S046;985;epsilon;38;+;80;19;gamma;
S046;989;epsilon;4;-;81;67;;
S046;990;epsilon;1;+;82;36;epsilon;
S046;996;alpha;13;-;97;87;;
S046;996;epsilon;6;-;83;112;;
S046;1004;alpha;8;+;98;116;;
S046;1004;epsilon;8;+;84;112;;
S046;1007;gamma;181;+;62;109;epsilon;
S046;1009;gamma;2;-;63;76;;
S046;1010;alpha;6;-;99;23;;
S046;1011;alpha;1;+;100;104;;
S046;1012;gamma;3;+;64;1;;
S046;1015;alpha;4;-;101;28;;
S046;1015;gamma;3;-;65;13;;
S046;1019;alpha;4;+;102;30;;
S046;1019;gamma;4;+;66;7;;
S046;1021;alpha;2;-;103;48;;
S046;1021;epsilon;17;-;85;41;;alpha
S046;1021;gamma;2;-;67;72;;
S046;1024;epsilon;3;+;86;32;;
S046;1025;alpha;4;+;104;103;;
S046;1025;gamma;4;+;68;89;;
